VOLATILITY DIFFERENCES;
10y;1y;0.0022;-0.0027;-0.0021;-0.001;-0.0;0.0022;0.0032;0.0012;-0.0032;
10y;2y;0.0013;-0.0018;-0.001;-0.0002;-0.001;0.0013;0.0023;0.001;-0.0021;
10y;5y;0.0009;-0.0013;-0.0006;0.0;-0.0001;0.0006;0.001;0.0006;-0.0012;
10y;10y;0.0101;0.0069;0.0047;0.0032;0.001;-0.0015;-0.0046;-0.0122;-0.0211;
15y;3m;0.0038;-0.0036;-0.0034;-0.0019;0.0001;0.0024;0.0038;0.0021;-0.004;
15y;6m;0.003;-0.0032;-0.0028;-0.0012;0.0006;0.0021;0.0029;0.0015;-0.0032;
15y;9m;0.0017;-0.0017;-0.0016;-0.001;-0.0005;0.0014;0.0025;0.0016;-0.0026;
15y;1y;0.0016;-0.0016;-0.0016;-0.001;-0.0003;0.0017;0.0024;0.0011;-0.0023;
15y;2y;0.0018;-0.0023;-0.0017;-0.0006;0.0002;0.0015;0.0024;0.0011;-0.0024;
15y;5y;0.0015;-0.0021;-0.0011;-0.0;-0.0003;0.0012;0.0017;0.0011;-0.0021;
15y;10y;0.0206;0.0104;0.0045;0.0018;-0.0033;-0.0061;-0.0094;-0.0175;-0.0267;
30y;3m;0.0039;-0.0038;-0.0034;-0.0025;0.0001;0.0028;0.0044;0.0023;-0.0045;
30y;6m;0.0028;-0.0028;-0.0025;-0.0017;-0.0001;0.0022;0.0035;0.002;-0.0038;
30y;9m;0.0026;-0.0027;-0.0025;-0.0016;-0.0;0.0022;0.0034;0.002;-0.0037;
30y;1y;0.0021;-0.0024;-0.0018;-0.0008;-0.0006;0.0016;0.0028;0.0019;-0.0031;
30y;2y;0.0019;-0.0025;-0.0016;-0.0005;-0.0;0.0016;0.0024;0.0013;-0.0027;
30y;5y;0.002;-0.003;-0.0013;0.0002;-0.0006;0.0018;0.0023;0.001;-0.0025;
30y;10y;0.0248;0.0114;0.004;0.0006;-0.004;-0.0072;-0.0111;-0.0201;-0.0304;
3y9m;2y2m;0.0026;-0.0042;-0.0057;No market data;0.0079;No market data;0.0034;0.0051;-0.0091;
VOLATILITY DIFFERENCES;
 ;strikes:;-150;-100;-50;-25;ATM;25;50;100;150;
2y;3m;No market data;-0.0357;0.0751;-0.0063;-0.0447;-0.0258;-0.016;0.021;0.0423;
2y;6m;No market data;-0.0264;0.0566;0.0002;-0.0278;-0.0242;-0.0125;0.0114;0.0296;
2y;9m;No market data;-0.0146;0.0329;0.003;-0.0154;-0.0148;-0.0089;0.0051;0.0161;
2y;1y;No market data;-0.0039;0.0089;0.005;-0.0102;-0.0037;-0.0022;0.0016;0.0049;
2y;2y;No market data;-0.0332;0.0428;0.0339;-0.012;-0.0297;-0.0233;0.0023;0.0291;
2y;5y;0.0005;-0.0009;0.0002;0.0008;-0.0013;0.0;0.0009;0.0008;-0.0009;
2y;10y;0.0006;-0.0004;-0.001;-0.0006;0.0002;0.0007;0.001;0.0004;-0.001;
5y;3m;-0.0065;0.0174;-0.0002;-0.0033;-0.0043;-0.0042;-0.0029;0.0023;0.0054;
5y;6m;-0.0021;0.0058;-0.0011;-0.0014;-0.0017;-0.0001;-0.0006;0.0006;0.0014;
5y;9m;-0.0011;0.0035;-0.0013;-0.0017;-0.0012;0.001;0.0007;0.0006;-0.0003;
5y;1y;-0.0007;0.0021;-0.0005;-0.0009;-0.0013;0.0001;0.001;0.0012;-0.0008;
5y;2y;0.0006;-0.0009;-0.0005;-0.0;-0.0003;0.0006;0.0011;0.0007;-0.0012;
5y;5y;0.0003;-0.0006;-0.0002;-0.0;0.0008;-0.0003;-0.0001;0.0002;-0.0002;
5y;10y;0.0004;-0.0005;-0.0004;-0.0001;0.0001;0.0003;0.0004;0.0002;-0.0004;
10y;3m;0.0012;-0.0027;-0.0008;0.0021;0.0022;-0.0001;-0.0021;-0.0007;0.0008;
10y;6m;0.0019;-0.002;-0.0022;-0.001;0.0004;0.0033;0.0012;-0.0005;-0.0014;
10y;9m;0.0015;-0.0015;-0.0015;-0.0005;-0.0006;0.0021;0.0018;0.0002;-0.0016;
10y;1y;0.0006;-0.0004;-0.0009;-0.0008;-0.0007;0.0009;0.0017;0.0007;-0.0014;
10y;2y;0.0004;-0.0003;-0.0002;-0.0;-0.0014;0.0006;0.0014;0.0006;-0.001;
10y;5y;0.0003;-0.0005;-0.0001;0.0001;-0.0003;0.0001;0.0005;0.0004;-0.0005;
10y;10y;0.0005;-0.0007;-0.0004;-0.0001;0.0001;0.0004;0.0005;0.0002;-0.0005;
15y;3m;0.0015;-0.0012;-0.0013;-0.0009;-0.0003;0.0009;0.0016;0.001;-0.0016;
15y;6m;0.0011;-0.0011;-0.0012;-0.0006;0.0001;0.0008;0.0012;0.0007;-0.0013;
15y;9m;0.0003;0.0001;-0.0004;-0.0006;-0.0009;0.0004;0.0012;0.001;-0.0011;
15y;1y;0.0004;-0.0;-0.0006;-0.0007;-0.0008;0.0008;0.0013;0.0006;-0.001;
15y;2y;0.0008;-0.0008;-0.0008;-0.0005;-0.0002;0.0007;0.0014;0.0007;-0.0013;
15y;5y;0.0007;-0.0008;-0.0004;0.0001;-0.0007;0.0005;0.0009;0.0008;-0.001;
15y;10y;0.0004;-0.0007;0.0001;0.0007;-0.0009;-0.0001;0.0005;0.0005;-0.0005;
30y;3m;0.0014;-0.0009;-0.0011;-0.0015;-0.0004;0.001;0.002;0.0011;-0.0019;
30y;6m;0.0008;-0.0003;-0.0007;-0.0011;-0.0007;0.0007;0.0016;0.0012;-0.0016;
30y;9m;0.0008;-0.0004;-0.001;-0.0012;-0.0006;0.0009;0.0018;0.0013;-0.0018;
30y;1y;0.0006;-0.0003;-0.0005;-0.0004;-0.0011;0.0005;0.0014;0.0013;-0.0014;
30y;2y;0.0008;-0.0007;-0.0007;-0.0003;-0.0005;0.0006;0.0013;0.0009;-0.0013;
30y;5y;0.001;-0.0013;-0.0005;0.0003;-0.0011;0.0009;0.0013;0.0007;-0.0013;
30y;10y;0.0006;-0.001;-0.0003;0.0002;-0.0005;0.0004;0.0008;0.0006;-0.0009;
3y9m;2y2m;0.0027;-0.0033;-0.0061;No market data;0.0067;No market data;0.0025;0.0052;-0.0077;
VOLATILITY DIFFERENCES;
 ;strikes:;-150;-100;-50;-25;ATM;25;50;100;150;
2y;3m;No market data;-0.042;0.0832;-0.0048;-0.0493;-0.0301;-0.0183;0.023;0.0483;
2y;6m;No market data;-0.0326;0.064;0.0029;-0.0307;-0.0283;-0.0153;0.0126;0.0349;
2y;9m;No market data;-0.019;0.0385;0.0054;-0.0168;-0.0179;-0.0117;0.0052;0.0198;
2y;1y;No market data;-0.0061;0.0129;0.0062;-0.0114;-0.0059;-0.0042;0.0016;0.0076;
2y;2y;No market data;-0.0398;0.0482;0.0382;-0.0115;-0.0327;-0.0273;0.0017;0.0334;
2y;5y;-0.0001;-0.0001;0.0006;0.0008;-0.0016;-0.0004;0.0004;0.0006;-0.0003;
2y;10y;0.0004;-0.0001;-0.0007;-0.0005;0.0001;0.0005;0.0007;0.0003;-0.0006;
5y;3m;-0.0137;0.031;0.0042;-0.0039;-0.0086;-0.0099;-0.0076;0.003;0.0128;
5y;6m;-0.0068;0.0149;0.0017;-0.002;-0.0046;-0.0039;-0.004;0.0007;0.0064;
5y;9m;-0.0047;0.01;0.0008;-0.002;-0.0033;-0.0018;-0.0019;0.0005;0.0034;
5y;1y;-0.0031;0.0065;0.0009;-0.0012;-0.0028;-0.0018;-0.0009;0.001;0.0018;
5y;2y;-0.0005;0.001;0.0003;0.0;-0.0009;-0.0003;0.0001;0.0004;0.0;
5y;5y;-0.0001;-0.0;0.0002;0.0001;0.0007;-0.0006;-0.0005;0.0;0.0002;
5y;10y;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;-0.0;-0.0;
10y;3m;-0.1358;-0.0468;0.0095;0.0297;0.0412;0.045;0.0447;0.0397;0.0277;
10y;6m;0.0001;0.0002;-0.0006;-0.0005;-0.0002;0.0019;-0.0004;-0.001;0.0005;
10y;9m;-0.0001;0.0005;-0.0002;-0.0001;-0.0011;0.0009;0.0004;-0.0003;-0.0;
10y;1y;-0.0006;0.0012;0.0002;-0.0004;-0.0011;0.0;0.0006;0.0002;-0.0001;
10y;2y;-0.0004;0.0006;0.0004;0.0002;-0.0017;0.0;0.0007;0.0003;-0.0002;
10y;5y;-0.0001;0.0001;0.0003;0.0003;-0.0005;-0.0002;0.0;0.0001;0.0;
10y;10y;0.0001;-0.0001;0.0;0.0;-0.0;0.0001;0.0;-0.0;0.0;
15y;3m;-0.148;-0.0658;-0.0067;0.0162;0.0348;0.0494;0.059;0.0634;0.054;
15y;6m;-0.0002;0.0004;0.0;-0.0;-0.0001;-0.0001;-0.0;0.0;0.0;
15y;9m;-0.0008;0.0013;0.0006;-0.0002;-0.0011;-0.0003;0.0002;0.0005;-0.0001;
15y;1y;-0.0005;0.0011;0.0002;-0.0004;-0.001;0.0001;0.0005;0.0001;-0.0001;
15y;2y;0.0001;0.0002;-0.0002;-0.0002;-0.0005;0.0001;0.0007;0.0003;-0.0005;
15y;5y;0.0;-0.0;0.0002;0.0003;-0.0009;-0.0;0.0003;0.0005;-0.0004;
15y;10y;-0.0002;0.0001;0.0006;0.0008;-0.0011;-0.0005;-0.0;0.0002;0.0001;
30y;3m;-0.1562;-0.0666;-0.0049;0.0177;0.037;0.0519;0.0616;0.0657;0.056;
30y;6m;-0.0009;0.0014;0.0007;-0.0005;-0.001;-0.0003;0.0002;0.0005;-0.0001;
30y;9m;-0.0005;0.0012;0.0002;-0.0007;-0.0009;-0.0001;0.0005;0.0006;-0.0005;
30y;1y;-0.0007;0.0011;0.0005;0.0;-0.0014;-0.0003;0.0003;0.0007;-0.0003;
30y;2y;-0.0002;0.0005;0.0001;-0.0;-0.0008;-0.0001;0.0004;0.0004;-0.0003;
30y;5y;0.0001;-0.0002;0.0002;0.0005;-0.0014;0.0003;0.0006;0.0004;-0.0004;
30y;10y;0.0;-0.0001;0.0002;0.0003;-0.0007;-0.0001;0.0002;0.0003;-0.0002;
3y9m;2y2m;0.0025;-0.0026;-0.0062;No market data;0.0061;No market data;0.002;0.0052;-0.0069;
VOLATILITY DIFFERENCES;
 ;strikes:;-150;-100;-50;-25;ATM;25;50;100;150;
2y;3m;No market data;-0.0486;0.0906;-0.0033;-0.0541;-0.0343;-0.0205;0.0251;0.0542;
2y;6m;No market data;-0.0386;0.0709;0.0058;-0.0335;-0.0324;-0.0182;0.0138;0.04;
2y;9m;No market data;-0.0235;0.0439;0.0082;-0.0179;-0.021;-0.0146;0.0053;0.0235;
2y;1y;No market data;-0.0086;0.0169;0.0078;-0.0124;-0.0081;-0.0064;0.0014;0.0104;
2y;2y;No market data;-0.046;0.0532;0.0425;-0.0106;-0.0355;-0.0312;0.0009;0.0373;
2y;5y;-0.0007;0.0007;0.0011;0.001;-0.0018;-0.0009;-0.0002;0.0004;0.0003;
2y;10y;0.0001;0.0003;-0.0005;-0.0005;0.0;0.0003;0.0004;0.0001;-0.0003;
5y;3m;-0.0223;0.0451;0.0101;-0.0037;-0.013;-0.0163;-0.0133;0.0035;0.0207;
5y;6m;-0.0128;0.0241;0.0055;-0.0018;-0.0073;-0.008;-0.0079;0.0005;0.0117;
5y;9m;-0.009;0.0165;0.0037;-0.0017;-0.0051;-0.0048;-0.0049;0.0;0.0073;
5y;1y;-0.0061;0.0109;0.0029;-0.0009;-0.004;-0.0038;-0.0029;0.0006;0.0045;
5y;2y;-0.0018;0.0028;0.0013;0.0003;-0.0014;-0.0012;-0.001;0.0;0.0013;
5y;5y;-0.0005;0.0005;0.0005;0.0002;0.0006;-0.0009;-0.0008;-0.0002;0.0007;
5y;10y;-0.0004;0.0004;0.0003;0.0002;-0.0001;-0.0003;-0.0003;-0.0002;0.0004;
10y;3m;-0.0034;0.0021;0.003;0.0036;0.0012;-0.0031;-0.0057;-0.0019;0.005;
10y;6m;-0.002;0.0024;0.0012;0.0003;-0.0006;0.0006;-0.0021;-0.0017;0.0024;
10y;9m;-0.0019;0.0024;0.0013;0.0005;-0.0015;-0.0003;-0.0011;-0.0009;0.0017;
10y;1y;-0.0021;0.0028;0.0014;0.0001;-0.0013;-0.0008;-0.0006;-0.0004;0.0012;
10y;2y;-0.0012;0.0016;0.0011;0.0005;-0.0018;-0.0005;-0.0;-0.0001;0.0006;
10y;5y;-0.0006;0.0006;0.0007;0.0004;-0.0005;-0.0005;-0.0004;-0.0001;0.0005;
10y;10y;-0.0004;0.0004;0.0004;0.0002;-0.0001;-0.0003;-0.0004;-0.0003;0.0005;
15y;3m;-0.0023;0.0019;0.002;0.0009;-0.0004;-0.0011;-0.0016;-0.0007;0.0016;
15y;6m;-0.0018;0.0018;0.0014;0.0007;-0.0002;-0.0009;-0.0013;-0.0007;0.0014;
15y;9m;-0.0021;0.0025;0.0017;0.0003;-0.0013;-0.001;-0.0008;-0.0001;0.001;
15y;1y;-0.0016;0.0021;0.0011;0.0;-0.0011;-0.0005;-0.0004;-0.0004;0.0008;
15y;2y;-0.0008;0.0011;0.0006;0.0001;-0.0006;-0.0004;-0.0001;-0.0001;0.0004;
15y;5y;-0.0007;0.0007;0.0008;0.0005;-0.001;-0.0005;-0.0003;0.0002;0.0003;
15y;10y;-0.0009;0.0008;0.0011;0.001;-0.0012;-0.0009;-0.0005;-0.0;0.0007;
30y;3m;-0.0028;0.0028;0.0025;0.0004;-0.0007;-0.0013;-0.0015;-0.0007;0.0017;
30y;6m;-0.0027;0.0031;0.0023;0.0003;-0.0011;-0.0013;-0.0013;-0.0004;0.0015;
30y;9m;-0.0021;0.0027;0.0015;-0.0;-0.0011;-0.0009;-0.0007;-0.0001;0.0009;
30y;1y;-0.0021;0.0025;0.0017;0.0006;-0.0015;-0.0011;-0.0008;-0.0;0.0009;
30y;2y;-0.0013;0.0016;0.001;0.0003;-0.001;-0.0007;-0.0005;-0.0001;0.0007;
30y;5y;-0.0007;0.0008;0.0009;0.0008;-0.0016;-0.0003;-0.0002;-0.0;0.0005;
30y;10y;-0.0007;0.0008;0.0008;0.0005;-0.0009;-0.0005;-0.0004;0.0;0.0005;
3y9m;2y2m;0.0161;0.0223;0.0142;No market data;0.0136;No market data;-0.0065;-0.0199;-0.0479;
VOLATILITY DIFFERENCES;
 ;strikes:;-150;-100;-50;-25;ATM;25;50;100;150;
2y;3m;No market data;-0.0567;0.1002;-0.0017;-0.0615;-0.0402;-0.0232;0.0284;0.0626;
2y;6m;No market data;-0.0459;0.0795;0.0096;-0.0375;-0.0382;-0.0219;0.0154;0.0468;
2y;9m;No market data;-0.0295;0.0509;0.0122;-0.0193;-0.0253;-0.0186;0.0054;0.0285;
2y;1y;No market data;-0.0127;0.0225;0.0105;-0.0135;-0.0112;-0.0097;0.001;0.0141;
2y;2y;No market data;-0.0531;0.0596;0.0487;-0.0083;-0.0384;-0.0365;-0.0014;0.0403;
2y;5y;-0.0017;0.0017;0.002;0.0013;-0.0019;-0.0014;-0.0009;-0.0;0.0012;
2y;10y;-0.0003;0.0007;-0.0001;-0.0003;-0.0;0.0;0.0;-0.0001;0.0001;
5y;3m;-0.038;0.0665;0.0209;-0.0016;-0.0192;-0.0271;-0.0231;0.0043;0.0334;
5y;6m;-0.0232;0.0377;0.0127;-0.0002;-0.0109;-0.0147;-0.0147;-0.0002;0.0199;
5y;9m;-0.0166;0.0258;0.0091;-0.0002;-0.0073;-0.0094;-0.01;-0.0011;0.0131;
5y;1y;-0.0114;0.0174;0.0066;0.0001;-0.0054;-0.007;-0.0065;-0.0006;0.0085;
5y;2y;-0.0041;0.0053;0.003;0.0009;-0.0018;-0.0025;-0.0027;-0.0008;0.0031;
5y;5y;-0.0013;0.0012;0.0011;0.0005;0.0005;-0.0013;-0.0014;-0.0006;0.0012;
5y;10y;-0.001;0.0009;0.0008;0.0004;-0.0001;-0.0006;-0.0008;-0.0006;0.0009;
10y;3m;-0.0076;0.0055;0.0063;0.0053;0.0009;-0.0052;-0.0087;-0.0031;0.0082;
10y;6m;-0.0055;0.0055;0.004;0.0016;-0.001;-0.0014;-0.0048;-0.0028;0.0053;
10y;9m;-0.005;0.005;0.0038;0.0018;-0.0017;-0.0018;-0.0034;-0.0021;0.004;
10y;1y;-0.0045;0.0049;0.0033;0.001;-0.0016;-0.0021;-0.0024;-0.0015;0.0031;
10y;2y;-0.0026;0.0029;0.0023;0.0011;-0.0019;-0.0012;-0.0011;-0.0009;0.0017;
10y;5y;-0.0014;0.0013;0.0013;0.0008;-0.0006;-0.0009;-0.001;-0.0005;0.0011;
10y;10y;-0.0011;0.001;0.001;0.0005;-0.0002;-0.0006;-0.0009;-0.0007;0.001;
15y;3m;-0.0056;0.0041;0.0046;0.0026;-0.0002;-0.0025;-0.0041;-0.0022;0.0042;
15y;6m;-0.0044;0.0037;0.0035;0.002;-0.0001;-0.0021;-0.0033;-0.002;0.0034;
15y;9m;-0.0042;0.0042;0.0034;0.0013;-0.0013;-0.002;-0.0024;-0.0012;0.0027;
15y;1y;-0.0034;0.0036;0.0026;0.0008;-0.0012;-0.0013;-0.0018;-0.0013;0.0022;
15y;2y;-0.0022;0.0023;0.0017;0.0007;-0.0007;-0.0012;-0.0012;-0.0008;0.0015;
15y;5y;-0.0017;0.0017;0.0016;0.0009;-0.0011;-0.001;-0.0011;-0.0003;0.0011;
15y;10y;-0.0018;0.0017;0.0018;0.0014;-0.0013;-0.0013;-0.0012;-0.0005;0.0014;
30y;3m;-0.0065;0.0053;0.0055;0.0023;-0.0005;-0.0029;-0.0043;-0.0023;0.0046;
30y;6m;-0.0058;0.0054;0.0047;0.0017;-0.0011;-0.0027;-0.0036;-0.0017;0.0038;
30y;9m;-0.0047;0.0048;0.0036;0.0012;-0.0011;-0.0022;-0.0027;-0.0013;0.0029;
30y;1y;-0.0044;0.0043;0.0035;0.0016;-0.0015;-0.0021;-0.0025;-0.0012;0.0027;
30y;2y;-0.003;0.0031;0.0024;0.001;-0.0011;-0.0016;-0.0018;-0.0009;0.002;
30y;5y;-0.002;0.0019;0.002;0.0013;-0.0017;-0.001;-0.0012;-0.0006;0.0015;
30y;10y;-0.0017;0.0017;0.0016;0.0009;-0.001;-0.0011;-0.0012;-0.0005;0.0012;
3y9m;2y2m;0.0017;-0.0007;-0.0059;No market data;0.0047;No market data;0.0003;0.0048;-0.005;
VOLATILITY DIFFERENCES;
 ;strikes:;-150;-100;-50;-25;ATM;25;50;100;150;
2y;3m;No market data;-0.2427;0.1029;0.0982;0.0703;0.0608;0.0367;0.0155;-0.0075;
2y;6m;No market data;-0.1601;0.067;0.0592;0.0449;0.0366;0.0288;0.0148;0.0026;
2y;9m;No market data;-0.0604;0.0299;0.0194;0.0098;0.0096;0.0101;0.0101;0.0082;
2y;1y;No market data;-0.0023;0.0083;0.0045;-0.0105;-0.0037;-0.0022;0.0013;0.0043;
2y;2y;No market data;-0.0195;0.0359;0.0285;-0.0127;-0.0268;-0.0206;-0.0009;0.0186;
2y;5y;-0.0;-0.0002;0.0006;0.0008;-0.0015;-0.0004;0.0005;0.0006;-0.0004;
2y;10y;0.0006;-0.0005;-0.001;-0.0006;0.0002;0.0008;0.001;0.0005;-0.001;
5y;3m;-0.0065;0.0211;0.0021;-0.0021;-0.0044;-0.0055;-0.005;-0.001;0.0016;
5y;6m;-0.0039;0.011;0.0009;-0.0013;-0.0029;-0.0021;-0.0028;-0.0007;0.0019;
5y;9m;-0.0025;0.0067;-0.0002;-0.0017;-0.002;-0.0002;-0.0006;0.0001;0.0005;
5y;1y;-0.0022;0.0054;0.0006;-0.001;-0.0023;-0.0013;-0.0004;0.0007;0.0005;
5y;2y;0.0002;-0.0002;-0.0002;-0.0;-0.0006;0.0002;0.0007;0.0006;-0.0007;
5y;5y;0.0002;-0.0005;-0.0001;-0.0;0.0008;-0.0004;-0.0002;0.0002;-0.0001;
5y;10y;0.0006;-0.0008;-0.0006;-0.0002;0.0002;0.0004;0.0006;0.0003;-0.0006;
10y;3m;0.0033;-0.0059;-0.0029;0.0015;0.0031;0.0017;0.0001;0.0002;-0.0011;
10y;6m;0.0031;-0.0045;-0.0036;-0.0013;0.001;0.0046;0.0028;0.0003;-0.0025;
10y;9m;0.0026;-0.0037;-0.0028;-0.0009;-0.0001;0.0032;0.0032;0.0009;-0.0027;
10y;1y;0.0016;-0.002;-0.0018;-0.001;-0.0003;0.0018;0.0028;0.0012;-0.0023;
10y;2y;0.0008;-0.0011;-0.0007;-0.0001;-0.0013;0.0009;0.0019;0.0009;-0.0014;
10y;5y;0.0005;-0.0007;-0.0003;0.0001;-0.0003;0.0003;0.0006;0.0004;-0.0006;
10y;10y;0.0007;-0.001;-0.0005;-0.0001;0.0002;0.0005;0.0006;0.0003;-0.0006;
15y;3m;-0.0202;-0.0238;-0.0163;-0.0091;-0.0001;0.0104;0.0202;0.0336;0.0387;
15y;6m;-0.0085;-0.0128;-0.0087;-0.0044;0.0006;0.0058;0.0104;0.0162;0.0174;
15y;9m;-0.0009;-0.0039;-0.0028;-0.0017;-0.0004;0.0023;0.0041;0.0048;0.0019;
15y;1y;0.0013;-0.0015;-0.0015;-0.001;-0.0004;0.0016;0.0024;0.0012;-0.002;
15y;2y;0.0014;-0.0018;-0.0014;-0.0006;-0.0;0.0012;0.002;0.001;-0.0018;
15y;5y;0.0008;-0.0011;-0.0006;0.0;-0.0006;0.0006;0.0011;0.0009;-0.0012;
15y;10y;0.0004;-0.0008;0.0001;0.0007;-0.0008;-0.0;0.0005;0.0005;-0.0005;
30y;3m;-0.0171;-0.0216;-0.0147;-0.0088;0.0;0.0099;0.019;0.0305;0.0341;
