,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
alpha,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
beta,0.604059672666,0.607750102338,0.62762965602,0.654817913706,0.667524505358,0.702659417465,0.755634505762,0.672782952928,0.660424739948,0.657960634981,0.655314766192,0.655052671679,0.709801431639,0.765384581725,0.672032639849,0.666409848675,0.668194209542,0.666752253488,0.677121414241,0.725308550142,0.748987624158,0.682636089631,0.676425702157,0.679508250548,0.678361973224,0.687085286486,0.730933260406,0.748251270412,0.666028759989,0.662716630056,0.665243485576,0.663042734032,0.6709325308,0.712732178363,0.746806276667,0.633073805639
rho,-0.802516197877,-0.708795687955,-0.568938721313,-0.28004103686,-0.364322458594,-0.184999066946,-0.369321507255,-0.258854580155,-0.221357945863,-0.240169613201,-0.205676813313,-0.270571390005,-0.303807744217,-0.383691297667,-0.381422802415,-0.356843918854,-0.376454653703,-0.407570093112,-0.40254850403,-0.351178499686,-0.382679621454,-0.570208808072,-0.50808092236,-0.465540835615,-0.444267010218,-0.402946771364,-0.333415081375,-0.393442880485,-0.553701532751,-0.496089200317,-0.478118972324,-0.499853721874,-0.429253107785,-0.360954124761,-0.383825719003,0.369881372375
nu,1.61565838077,1.34499459956,1.01085028488,0.807248243128,1.16044461791,0.419386922927,0.343211761131,0.791442774385,0.651228712353,0.586118566759,0.509501083315,0.443932145219,0.381648103434,0.394781742572,0.7344206444,0.703339350783,0.652777329792,0.571401893781,0.478194965072,0.428657595108,0.385109755216,0.78908877007,0.686955824077,0.596930350269,0.545201890582,0.510547837543,0.455117163623,0.348769945749,0.791578766841,0.699599318135,0.638873443788,0.58281168645,0.517193302561,0.467900913894,0.349316367704,0.519510989914
F,0.0107638332259,0.0110991893281,0.0116024287527,0.0121935636677,0.0161959844231,0.0284363638505,0.0338734710966,0.0160174897353,0.0168024601574,0.0176819474964,0.0186232260932,0.0223841862551,0.0305387253565,0.033460206787,0.022990029862,0.023535063149,0.0241191197646,0.0247247202595,0.0271933226971,0.0318835490705,0.0310092021009,0.0263322222164,0.0265494792292,0.0267842607517,0.0270263314133,0.0279487371252,0.0292443456593,0.0270809467677,0.0252447928412,0.0253993291962,0.0255670295265,0.0257401621026,0.026399841314,0.027290758475,0.0259541153586,0.03
time,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,2.2
