,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
alpha,0.0112389831002,0.0653870752778,0.391531652148,0.0620553113927,0.610133623131,0.0327235903342,0.017162546307,0.010052253415,0.0159389806862,0.0181252192474,0.0248640291888,0.026441282281,0.0230189251128,0.0120025719092,0.362995408084,0.37259531732,0.00869611995596,0.00968534984437,0.0129584798187,0.0146727206039,0.0141347403391,0.32372106181,0.335519678126,0.333598819123,0.00884279906626,0.0451900418685,0.0136589877693,0.0157828920523,0.34951597816,0.358983418309,0.3577765555,0.00900126054396,0.0107790763395,0.0133211800969,0.0164992091672,0.357191624401
beta,0.138087171334,0.515933970011,0.917229598083,0.519680926959,1.0,0.369894055551,0.227466426895,0.0965782242276,0.195131751157,0.221320750751,0.294386862365,0.296529553969,0.279202701312,0.129384345235,1.0,1.0,0.0,0.0278321615244,0.104599853656,0.15730632097,0.176194024575,1.0,1.0,1.0,2.02559633422e-17,0.452438752535,0.152391073453,0.231836704479,1.0,1.0,1.0,1.42228849881e-18,0.0525664406146,0.140711520294,0.24766931129,0.96880486754
rho,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7
nu,1.50959267517,1.3381900745,1.1456677593,0.001,1.49720360729,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.689902099794,0.650856843818,0.001,0.001,0.001,0.001,0.001,0.861113371049,0.722542345227,0.609443400019,0.00573249917556,0.204666167688,0.001,0.001,0.873710200887,0.746600199284,0.67948916932,0.045029838368,0.001,0.001,0.001,0.001
F,0.0107638332259,0.0110991893281,0.0116024287527,0.0121935636677,0.0161959844231,0.0284363638505,0.0338734710966,0.0160174897353,0.0168024601574,0.0176819474964,0.0186232260932,0.0223841862551,0.0305387253565,0.033460206787,0.022990029862,0.023535063149,0.0241191197646,0.0247247202595,0.0271933226971,0.0318835490705,0.0310092021009,0.0263322222164,0.0265494792292,0.0267842607517,0.0270263314133,0.0279487371252,0.0292443456593,0.0270809467677,0.0252447928412,0.0253993291962,0.0255670295265,0.0257401621026,0.026399841314,0.027290758475,0.0259541153586,0.03
time,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,2.2
