,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
alpha,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
beta,1.0,1.0,1.0,1.0,1.0,0.900225620736,0.958186003796,1.0,1.0,1.0,0.83221114195,0.85230690184,0.910204815402,0.96506743019,1.0,0.785299180711,0.806791087009,0.819156718989,0.8579844518,0.918724757023,0.968053946332,1.0,0.783185420472,0.802220864066,0.815785485667,0.861338023411,0.921701288353,0.977349581574,1.0,0.782659121928,0.805914177042,0.822918969811,0.864723695314,0.927370938669,0.975775345387,0.749249899948
rho,-0.895084661015,-0.839349040495,-0.822319555085,-0.807235230742,-0.712219339911,-0.62224107635,-0.573795436212,0.0373558528818,0.0101210646813,-0.999,-0.79389501809,-0.7243041062,-0.634174826776,-0.580644330153,-0.999,-0.820364006278,-0.79418446865,-0.778151315765,-0.724319394581,-0.638888441861,-0.573450699719,-0.998999999999,-0.828708251981,-0.800727832249,-0.779830528606,-0.72175087918,-0.637481083332,-0.572672227626,-0.998999999977,-0.828242408167,-0.800882598154,-0.784555262797,-0.723798731532,-0.63500916229,-0.570319682489,-0.970630287165
nu,1.90178722608,1.69632864733,1.46136363331,1.34412947577,1.74033170542,1.80154491263,1.52876866189,0.001,0.001,0.740435998811,3.32553254806,2.31818941198,1.75305008144,1.6272806199,0.587754437937,6.00016011268,4.81100113606,3.95618228796,2.69201997718,1.96003216805,1.47074732961,1.11561102086,5.94032262427,4.79411427365,4.06974678756,2.87711590203,2.02739865189,1.23625710223,0.959084087892,5.81415974993,4.67671441027,3.86246722313,2.68738318168,1.89352799775,1.24010136943,1.02976005254
F,0.0107638332259,0.0110991893281,0.0116024287527,0.0121935636677,0.0161959844231,0.0284363638505,0.0338734710966,0.0160174897353,0.0168024601574,0.0176819474964,0.0186232260932,0.0223841862551,0.0305387253565,0.033460206787,0.022990029862,0.023535063149,0.0241191197646,0.0247247202595,0.0271933226971,0.0318835490705,0.0310092021009,0.0263322222164,0.0265494792292,0.0267842607517,0.0270263314133,0.0279487371252,0.0292443456593,0.0270809467677,0.0252447928412,0.0253993291962,0.0255670295265,0.0257401621026,0.026399841314,0.027290758475,0.0259541153586,0.03
time,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,0.25,0.5,0.75,1.0,2.0,5.0,10.0,2.2
