,0,1,2,3,4
0,0.00518241710961,0.0851647928357,3.58372926712e-05,-0.225293328986,0.0
1,-0.0249349325895,0.0644149035215,-1.79335474968e-05,-0.218494927511,0.0
2,-0.0142339682207,0.0284076156095,6.33262097836e-05,-0.215296423063,0.0
3,0.0683095823042,-0.00585125340149,-0.000666604842991,-0.226439163089,0.0
4,-0.325417231768,0.0892477408051,0.00139401294291,-0.186100747436,0.0
5,-0.00138059724122,-0.0509447094519,-0.000664796680212,0.237410254078,0.0
6,0.00342295551673,-0.0523741557263,0.00142543623224,0.26812953921,0.0
7,-0.716589340242,0.0238502053544,-0.000886590452865,0.193964192877,0.0
8,0.0450492380187,-0.00759211322293,-0.000456692650914,0.144910995848,0.0
9,-0.0804059358779,0.0303603780922,0.000192256411538,0.10579884192,0.0
10,-0.0287272189744,0.024844908854,-0.00114540942013,0.0824084708001,0.0
11,-0.000114948255941,-0.0538205261109,8.75524710864e-06,0.168481635046,0.0
12,-0.0133304004557,-0.0365696910303,-0.00134145095944,0.214087778702,0.0
13,-0.000637317541987,-0.057099617552,-0.00018396647647,0.26714552613,0.0
14,-0.0808358809445,0.0068190349848,-0.000562010158319,-0.0453874449013,0.0
15,-0.388271078118,0.0414279018878,0.000726699712686,-0.0663360131439,0.0
16,-0.0780752382707,0.0145840444311,1.05333019746e-05,0.0135024331394,0.0
17,-0.0562417999026,0.0281177533325,0.000162295647897,0.0396087236586,0.0
18,0.000206201570109,-0.0239524355857,5.52145647816e-05,0.0904287063167,0.0
19,-0.00772921415046,-0.0402107844129,0.000296902144328,0.200130274752,0.0
20,-0.00643294304609,-0.0673918491229,-0.000654654577374,0.29083167715,0.0
21,-0.220589610341,0.0118160480051,0.000391234410927,-0.0564528839896,0.0
22,0.31501702161,-0.0413142176767,0.00136873202428,-0.0376355435947,0.0
23,-0.0133884866373,0.0048328153207,0.00158659060253,0.0383780835546,0.0
24,-0.0938501513447,0.0616809779312,-0.0011772744474,0.0307260204572,0.0
25,-0.0197318947758,0.0191841224441,-0.00134442531271,0.0293207031209,0.0
26,-0.00107562658377,-0.0547350491397,0.000442856689915,0.226449525682,0.0
27,-0.00423947907984,-0.0925541641191,-0.000695483759046,0.347867660224,0.0
28,-0.208471894963,0.0116212127614,-0.00101377937244,-0.055741179327,0.0
29,0.356256851112,-0.0471363613906,-0.00346687377896,-0.0102080219367,0.0
30,-0.0881693366682,0.0197685298044,-9.18997975532e-05,0.0283717941784,0.0
31,-0.051842522691,0.0207372745499,-0.000956825097091,0.0355602737982,0.0
32,-0.0173166293534,0.014152870921,-0.000802033697255,0.0304624850978,0.0
33,0.0146616133861,-0.0845658727922,0.0043971213745,0.227412054199,0.0
34,0.00207115802914,-0.109723711852,0.000826013740152,0.367804681882,0.0
35,0.347916275146,-0.0287416898645,-0.00331696472131,0.0318319728831,0.0
